# Nmax = 5
# L1 L2 L3   u11 u12 u13   u21 u22 u23   u31 u32 u33   (periodicity)
7.3485 5.6009 0.0243   5 5 2   -5 1 3   2 1 0   (1)
7.3485 5.6257 0.0242   5 5 2   4 5 -4   2 2 1   (1)
7.3485 5.6650 0.0240   5 5 2   -4 1 4   3 1 -1   (1)
7.3485 5.6862 0.0239   5 2 -5   5 1 3   1 0 2   (1)
7.3485 5.7381 0.0237   5 5 2   -4 4 1   0 3 1   (1)
7.3485 5.7574 0.0236   5 5 2   3 1 -5   0 1 3   (1)
7.3485 5.7911 0.0235   5 5 2   3 0 -5   0 1 2   (1)
7.3485 5.8151 0.0234   5 5 2   3 -5 1   0 1 0   (1)
7.3485 5.8166 0.0234   5 5 2   3 -2 5   2 3 0   (1)
7.3485 5.8294 0.0233   5 5 2   -4 3 3   0 3 2   (1)
7.3485 5.9161 0.0230   5 5 2   -3 1 5   1 2 2   (12)
7.3485 5.9333 0.0229   5 -5 2   5 2 4   1 1 1   (1)
7.3485 6.0415 0.0225   5 2 -5   2 3 5   1 1 1   (1)
7.3485 6.1267 0.0222   5 5 2   -3 2 5   3 2 0   (1)
7.3485 6.1313 0.0222   5 5 2   -2 4 5   0 1 1   (1)
7.3485 6.1539 0.0221   5 2 -5   4 4 3   0 1 3   (1)
7.3485 6.1854 0.0220   5 5 2   5 -3 3   1 4 0   (1)
7.3485 6.1989 0.0220   5 5 2   3 4 -5   2 2 1   (1)
7.3485 6.2568 0.0217   5 5 2   4 0 -5   1 2 2   (1)
7.3485 6.3509 0.0214   5 5 2   -4 4 3   1 2 1   (1)
7.3485 6.3669 0.0214   5 5 2   5 -4 0   2 3 1   (1)
7.3485 6.4104 0.0212   5 5 2   -4 5 1   1 3 1   (1)
7.3485 6.4147 0.0212   5 5 2   3 -3 5   1 0 1   (1)
7.3485 6.4449 0.0211   5 5 2   1 -4 5   3 1 3   (1)
7.3485 6.5064 0.0209   5 5 -2   5 3 5   1 0 3   (1)
7.3485 6.5135 0.0209   5 5 2   -2 5 5   2 1 0   (1)
7.3485 6.5348 0.0208   5 5 2   3 -5 3   2 1 1   (1)
7.3485 6.5814 0.0207   5 5 2   4 5 -5   2 2 1   (1)
7.3485 6.6025 0.0206   5 5 -2   1 5 5   1 2 1   (1)
7.3485 6.6402 0.0205   5 5 2   2 -5 4   1 4 -1   (1)
7.3485 6.7068 0.0203   5 -5 2   4 5 2   2 2 1   (1)
6.7082 7.3485 0.0203   5 2 4   -3 5 5   3 0 1   (1)
7.3485 6.7700 0.0201   5 -5 2   4 3 5   0 2 1   (1)
7.3485 6.9108 0.0197   5 5 2   5 -4 3   2 0 1   (1)
7.3485 7.0106 0.0194   5 5 2   1 -5 5   2 3 0   (1)
7.3485 7.0383 0.0193   5 2 -5   3 5 4   1 2 2   (1)
7.3485 7.0698 0.0192   5 2 -5   4 3 5   1 1 3   (1)
7.3485 7.1828 0.0189   5 5 2   5 -3 5   1 2 0   (1)
7.3485 7.3396 0.0185   5 5 2   5 -4 4   2 1 1   (1)
7.0711 7.3566 0.0192   5 4 3   -4 5 4   1 0 0   (1)
5.0000 7.3593 0.0272   4 0 -3   5 5 3   1 2 2   (1)
5.4772 7.3621 0.0248   5 2 1   -5 5 3   1 0 0   (1)
4.1231 7.3645 0.0329   3 2 2   3 5 -5   1 1 0   (1)
4.2426 7.3673 0.0320   4 1 1   -4 4 5   1 0 0   (1)
4.3589 7.3771 0.0311   3 1 -3   5 4 4   0 1 4   (1)
3.7417 7.3776 0.0362   3 1 2   5 3 -5   1 0 3   (1)
5.0000 7.3783 0.0271   4 0 3   -5 4 4   0 1 2   (1)
7.0711 7.3878 0.0191   5 3 4   -4 5 4   0 1 1   (1)
5.9161 7.3950 0.0229   5 3 1   4 -5 4   1 1 0   (1)
6.5574 7.3989 0.0206   5 3 3   5 -5 4   3 0 2   (1)
5.8310 7.4003 0.0232   4 3 3   3 -5 5   1 0 1   (1)
5.3852 7.4046 0.0251   4 3 2   5 -5 3   2 1 1   (1)
4.1231 7.4083 0.0327   3 2 2   -4 5 4   1 1 1   (1)
5.7446 7.4203 0.0235   4 -4 1   5 4 4   3 1 2   (1)
5.8310 7.4241 0.0231   5 0 -3   4 5 4   1 2 2   (1)
4.5826 7.4258 0.0294   2 -4 1   3 5 5   0 3 1   (1)
7.3485 7.4262 0.0183   5 5 2   -4 4 5   2 1 0   (1)
5.0990 7.4266 0.0264   5 -1 0   3 5 5   1 2 2   (1)
6.4031 7.4326 0.0210   4 4 3   4 5 -5   1 1 1   (1)
5.4772 7.4409 0.0245   5 1 2   -4 5 4   0 1 1   (1)
6.4031 7.4457 0.0210   4 -4 3   4 5 4   1 1 1   (1)
6.7082 7.4551 0.0200   5 2 4   4 4 -5   2 1 1   (1)
5.4772 7.4610 0.0245   5 1 2   3 5 -5   2 1 0   (1)
4.3589 7.4622 0.0307   3 1 -3   4 5 4   2 2 1   (1)
6.5574 7.4740 0.0204   5 3 3   -4 4 5   2 1 1   (1)
4.6904 7.4742 0.0285   3 -3 2   4 5 4   1 1 1   (1)
5.0990 7.4859 0.0262   4 -3 1   4 5 4   3 1 2   (1)
4.1231 7.4872 0.0324   3 -2 2   5 5 4   1 3 1   (1)
5.8310 7.4872 0.0229   5 -3 0   5 5 3   1 2 1   (1)
4.1231 7.4912 0.0324   4 -1 0   3 5 5   1 2 2   (1)
3.3166 7.4955 0.0402   3 1 1   -4 4 5   1 0 0   (1)
5.8310 7.5010 0.0229   5 0 3   4 4 -5   3 1 0   (1)
6.7082 7.5041 0.0199   5 2 4   5 3 -5   2 1 0   (1)
6.1644 7.5061 0.0216   3 -5 2   4 5 4   1 1 1   (1)
3.7417 7.5071 0.0356   2 -3 1   4 5 4   1 1 1   (1)
5.0000 7.5073 0.0266   4 -3 0   4 4 5   1 2 2   (1)
6.1644 7.5079 0.0216   5 2 -3   3 5 5   2 2 1   (1)
5.0990 7.5090 0.0261   4 1 3   -5 4 4   0 2 3   (1)
6.4807 7.5103 0.0205   5 1 4   -5 4 4   2 0 1   (1)
3.7417 7.5119 0.0356   2 -3 1   5 3 5   2 1 2   (1)
1.4142 7.5166 0.0941   1 1 0   -4 5 4   0 2 1   (1)
7.1414 7.5173 0.0186   5 -5 1   4 4 5   2 1 2   (1)
5.1962 7.5179 0.0256   5 1 1   -5 4 5   1 0 0   (1)
5.0990 7.5192 0.0261   3 1 -4   5 5 3   0 1 3   (1)
5.7446 7.5197 0.0231   2 2 -5   5 3 5   3 2 1   (1)
3.0000 7.5203 0.0443   2 -2 1   4 5 4   1 1 1   (1)
6.4031 7.5239 0.0208   5 0 4   4 5 -4   3 1 1   (1)
6.4807 7.5246 0.0205   5 4 1   4 -5 4   2 0 1   (1)
5.0990 7.5269 0.0261   4 3 1   -4 5 4   3 1 0   (1)
4.5826 7.5277 0.0290   4 2 1   -5 5 3   1 0 0   (1)
3.6056 7.5294 0.0368   3 0 2   -4 4 5   0 1 2   (1)
6.5574 7.5298 0.0203   5 -3 3   4 5 5   2 1 2   (1)
3.7417 7.5309 0.0355   2 -3 1   5 4 4   1 2 1   (1)
5.9161 7.5328 0.0224   5 1 3   5 5 -4   1 0 1   (1)
6.1644 7.5341 0.0215   3 -5 2   5 4 4   1 4 1   (1)
4.5826 7.5372 0.0290   2 1 -4   5 4 4   1 1 3   (1)
7.0711 7.5379 0.0188   4 -5 3   4 5 4   1 1 1   (1)
2.4495 7.5388 0.0542   2 1 1   -4 4 5   1 0 0   (1)
5.7446 7.5418 0.0231   5 2 2   -4 5 4   2 1 1   (1)
6.1644 7.5429 0.0215   5 2 3   -4 5 4   0 1 1   (1)
3.7417 7.5451 0.0354   3 2 1   -4 4 5   0 1 1   (1)
4.3589 7.5463 0.0304   3 3 1   4 -5 4   1 2 0   (1)
5.0990 7.5473 0.0260   3 1 -4   4 5 4   1 2 3   (1)
5.9161 7.5479 0.0224   3 1 -5   5 4 4   1 1 2   (1)
6.4807 7.5483 0.0204   5 4 1   -4 4 5   1 3 2   (1)
7.1414 7.5485 0.0186   5 1 -5   4 4 5   3 2 1   (1)
7.5498 0.1873 0.7071   5 4 4   1 1 1   0 0 1   (1)
7.5498 0.7133 0.1857   5 4 4   2 1 2   1 0 1   (1)
7.5498 0.7609 0.1741   5 4 4   1 1 0   0 0 1   (1)
7.5498 0.8481 0.1562   5 4 4   0 1 0   1 0 1   (1)
7.5498 0.9643 0.1374   5 4 4   1 1 2   0 0 1   (1)
7.5498 1.1002 0.1204   5 4 4   3 2 1   1 1 1   (1)
7.5498 1.2496 0.1060   5 4 4   2 1 0   1 1 1   (1)
7.5498 1.4080 0.0941   5 4 4   1 0 -1   2 1 0   (1)
7.5498 1.4142 0.0937   5 4 4   0 -1 1   2 3 0   (12)
7.5498 1.4630 0.0905   5 4 4   2 1 3   1 1 0   (1)
7.5498 1.5728 0.0842   5 4 4   0 2 1   1 1 1   (1)
7.5498 1.6004 0.0828   5 4 4   1 1 -1   0 0 1   (1)
7.5498 1.7422 0.0760   5 4 4   1 3 2   1 1 1   (1)
7.5498 1.8064 0.0733   5 4 4   1 1 3   0 0 1   (1)
7.5498 1.9149 0.0692   5 4 4   3 1 0   1 1 1   (1)
7.5498 2.0605 0.0643   5 4 4   2 -1 1   1 2 1   (1)
7.5498 2.0901 0.0634   5 4 4   2 0 -1   1 1 1   (1)
7.5498 2.1234 0.0624   5 4 4   2 3 0   0 1 -1   (1)
7.5498 2.1724 0.0610   5 4 4   0 2 -1   2 1 2   (1)
7.5498 2.2203 0.0597   5 4 4   1 0 3   1 1 0   (1)
7.5498 2.2672 0.0584   5 4 4   -1 2 1   1 1 1   (1)
7.5498 2.3471 0.0564   5 4 4   0 1 3   2 1 0   (1)
7.5498 2.3583 0.0562   5 4 4   2 2 -1   1 1 0   (1)
7.5498 2.4459 0.0542   5 4 4   1 1 -2   0 0 1   (1)
7.5498 2.6258 0.0504   5 4 4   4 1 0   1 1 1   (1)
7.5498 2.6524 0.0499   5 4 4   1 1 4   0 0 1   (1)
7.5498 2.6557 0.0499   5 4 -4   3 1 1   1 0 1   (1)
7.5498 2.7689 0.0478   5 4 4   3 2 -1   1 1 2   (1)
7.5498 2.8066 0.0472   5 4 4   3 0 -1   1 1 1   (1)
7.5498 2.8346 0.0467   5 4 4   1 3 -1   2 0 3   (1)
7.5498 2.8837 0.0459   5 4 -4   2 3 1   0 1 2   (1)
7.5498 2.9795 0.0445   5 4 4   0 -1 3   1 1 0   (1)
7.5498 2.9883 0.0443   5 4 4   -2 2 1   1 1 1   (1)
7.5498 3.0233 0.0438   5 4 4   1 -3 0   1 2 1   (1)
7.5498 3.1176 0.0425   5 4 4   3 3 -1   1 1 0   (1)
7.5498 3.1595 0.0419   5 4 4   0 4 1   2 -1 1   (1)
7.5498 3.1706 0.0418   5 4 4   -1 3 2   1 1 1   (1)
7.5498 3.2927 0.0402   5 4 4   1 1 -3   0 0 1   (1)
7.5498 3.3140 0.0400   5 4 4   4 -1 1   0 2 1   (1)
7.5498 3.3534 0.0395   5 4 4   5 1 0   1 1 1   (1)
7.5498 3.4463 0.0384   5 4 4   3 1 -2   0 1 3   (1)
7.5498 3.4994 0.0379   5 4 4   1 1 5   0 0 1   (1)
7.5498 3.5368 0.0375   5 4 4   4 0 -1   1 1 1   (1)
7.5498 3.5467 0.0373   5 4 4   1 -2 3   2 1 2   (1)
7.5498 3.5958 0.0368   5 4 4   2 -3 0   2 0 1   (1)
7.5498 3.6346 0.0364   5 4 4   2 5 0   0 -2 1   (1)
7.5498 3.6563 0.0362   5 4 4   -2 1 3   3 1 0   (1)
7.5498 3.6826 0.0360   5 4 4   2 3 -2   1 0 3   (1)
7.5498 3.7205 0.0356   5 4 4   -3 2 1   1 1 1   (1)
7.5498 3.7323 0.0355   5 4 4   2 1 -3   1 1 2   (1)
7.5498 3.7393 0.0354   5 4 4   1 -3 2   1 0 1   (1)
7.5498 3.8775 0.0342   5 4 4   1 5 0   1 0 1   (1)
7.5498 3.9046 0.0339   5 4 4   0 5 2   2 0 1   (1)
7.5498 3.9581 0.0335   5 4 -4   3 3 2   1 1 1   (1)
7.5498 3.9868 0.0332   5 4 4   0 1 5   1 1 2   (1)
7.5498 4.0044 0.0331   5 4 -4   5 1 1   2 0 1   (1)
7.5498 4.0458 0.0327   5 -4 4   2 3 2   1 1 1   (1)
7.5498 4.0631 0.0326   5 4 -4   4 1 2   1 0 1   (1)
7.5498 4.0889 0.0324   5 4 4   -1 4 3   1 1 1   (1)
7.5498 4.1401 0.0320   5 4 4   1 1 -4   0 0 1   (1)
7.5498 4.2591 0.0311   5 4 4   3 -3 1   0 4 1   (1)
7.5498 4.2735 0.0310   5 4 4   5 0 -1   1 1 1   (1)
7.5498 4.3083 0.0307   5 4 4   1 3 -3   2 2 1   (1)
7.5498 4.3468 0.0305   5 4 4   4 -2 3   0 1 0   (1)
7.5498 4.3569 0.0304   4 4 -5   3 1 3   1 0 2   (1)
7.5498 4.3870 0.0302   4 4 -5   4 1 2   1 0 1   (1)
7.5498 4.4584 0.0297   5 4 4   -4 2 1   1 1 1   (1)
7.5498 4.4995 0.0294   5 4 4   2 -3 3   1 0 1   (1)
7.5498 4.5461 0.0291   5 4 4   -1 5 1   3 1 2   (1)
7.5498 4.5518 0.0291   5 4 4   -1 5 2   0 2 1   (1)
7.5498 4.5749 0.0290   5 4 4   2 -4 1   1 3 1   (1)
7.5498 4.6378 0.0286   5 4 4   0 5 -1   1 0 1   (1)
7.5498 4.6434 0.0285   5 4 4   -3 3 2   1 1 1   (1)
7.5498 4.6960 0.0282   5 4 4   1 0 -5   1 1 2   (1)
7.5498 4.7128 0.0281   4 4 -5   5 3 1   2 1 1   (1)
7.5498 4.8286 0.0274   5 4 4   -2 4 3   1 1 1   (1)
7.5498 4.8450 0.0273   5 4 4   4 -3 1   2 0 1   (1)
7.5498 4.8864 0.0271   5 4 4   4 -3 0   0 2 1   (1)
7.5498 4.9506 0.0268   5 -4 4   2 2 5   0 1 1   (1)
7.5498 4.9577 0.0267   5 4 4   1 4 -3   2 3 0   (1)
7.5498 4.9719 0.0266   5 4 4   0 -3 4   2 2 1   (1)
7.5498 4.9877 0.0266   5 4 4   1 1 -5   0 0 1   (1)
7.5498 5.0140 0.0264   5 4 4   -1 5 4   1 1 1   (1)
7.5498 5.0210 0.0264   5 4 4   3 5 -2   2 2 1   (1)
7.5498 5.0558 0.0262   5 4 -4   2 4 3   0 1 2   (1)
7.5498 5.0714 0.0261   5 4 4   -4 1 3   4 1 0   (1)
7.5498 5.0835 0.0261   5 4 -4   3 1 4   2 1 1   (1)
7.5498 5.0973 0.0260   5 4 4   1 3 -4   2 1 3   (1)
7.5498 5.1453 0.0257   5 4 4   0 -2 5   2 1 3   (1)
7.5498 5.1538 0.0257   5 4 4   -2 5 1   2 0 1   (1)
7.5498 5.1945 0.0255   5 4 4   4 -3 3   0 1 0   (1)
7.5498 5.1995 0.0255   5 4 4   -5 2 1   1 1 1   (1)
7.5498 5.2197 0.0254   5 -4 4   2 5 0   2 1 1   (1)
7.5498 5.2599 0.0252   5 4 4   3 -3 4   1 0 1   (1)
7.5498 5.3852 0.0246   5 4 4   -4 3 2   1 1 1   (12)
7.5498 5.3982 0.0245   5 4 4   1 2 -5   1 1 0   (1)
7.5498 5.4322 0.0244   4 4 -5   3 5 2   0 1 3   (1)
7.5498 5.4708 0.0242   5 4 -4   5 1 3   1 0 1   (1)
7.5498 5.4756 0.0242   5 4 -4   5 5 2   2 2 1   (1)
7.5498 5.5583 0.0238   5 4 -4   4 4 3   1 1 1   (1)
7.5498 5.5709 0.0238   5 4 4   5 -3 0   3 0 1   (1)
7.5498 5.6460 0.0235   5 -4 4   3 4 3   1 1 1   (1)
7.5498 5.6600 0.0234   5 4 4   1 -3 5   2 3 0   (1)
7.5498 5.6847 0.0233   5 4 4   2 -3 5   2 1 2   (1)
7.5498 5.7339 0.0231   5 4 4   0 5 -3   2 1 2   (1)
7.5498 5.7385 0.0231   5 -4 4   2 5 2   1 2 1   (1)
7.5498 5.7568 0.0230   5 4 4   -2 5 4   1 1 1   (1)
7.5498 5.7932 0.0229   5 4 4   3 0 -5   0 1 3   (1)
7.5498 5.7947 0.0229   4 4 -5   5 1 3   1 0 1   (1)
7.5498 5.8068 0.0228   5 -4 4   3 3 5   0 2 1   (1)
7.5498 5.9027 0.0224   5 4 4   1 3 -5   1 0 3   (1)
7.5498 5.9146 0.0224   5 4 4   3 -5 1   1 2 1   (1)
7.5498 5.9190 0.0224   5 4 4   -3 5 2   3 0 1   (1)
7.5498 6.0204 0.0220   5 4 4   4 -3 5   1 0 1   (1)
7.5498 6.0422 0.0219   5 4 4   4 -4 3   0 1 0   (1)
7.5498 6.1287 0.0216   5 4 4   -5 3 2   1 1 1   (1)
7.5498 6.1516 0.0215   5 4 4   3 2 -5   1 1 4   (1)
7.5498 6.1587 0.0215   5 4 4   2 3 -5   1 1 0   (1)
7.5498 6.3148 0.0210   5 4 4   -4 4 3   1 1 1   (1)
7.5498 6.3162 0.0210   5 -4 4   5 3 5   2 1 2   (1)
7.5498 6.3812 0.0208   5 4 -4   0 5 4   1 3 1   (1)
7.5498 6.4031 0.0207   5 4 4   4 0 -5   2 1 0   (12)
7.5498 6.4468 0.0205   4 4 -5   4 1 5   1 0 2   (1)
7.5498 6.4590 0.0205   5 4 4   -4 1 5   0 1 2   (1)
7.5498 6.4794 0.0204   5 4 -4   1 4 5   2 3 1   (1)
7.5498 6.4916 0.0204   5 4 -4   3 3 5   1 1 2   (1)
7.5498 6.5010 0.0204   5 4 4   -3 5 4   1 1 1   (1)
7.5498 6.6081 0.0200   5 4 4   3 -4 5   2 3 1   (1)
7.5498 6.6240 0.0200   5 4 4   4 2 -5   1 1 2   (1)
7.5498 6.8901 0.0192   5 4 4   4 -5 3   0 1 0   (1)
7.5498 6.9193 0.0191   5 4 4   3 4 -5   1 1 0   (1)
7.5498 7.0599 0.0188   5 4 4   -5 4 3   1 1 1   (1)
7.0711 7.5498 0.0187   5 4 3   3 -5 5   2 2 1   (1)
7.5498 7.1107 0.0186   5 4 4   1 -5 5   2 1 2   (1)
7.5498 7.1402 0.0186   5 4 4   -5 1 5   1 2 3   (1)
7.5498 7.1439 0.0185   5 4 -4   5 2 5   2 1 1   (1)
7.5498 7.1586 0.0185   5 4 -4   5 5 4   1 1 1   (1)
7.5498 7.2281 0.0183   5 4 -4   2 5 5   0 1 2   (1)
7.5498 7.2463 0.0183   5 4 4   -4 5 4   1 1 1   (1)
7.5498 7.3437 0.0180   5 4 -4   5 3 5   3 2 1   (1)
7.5498 7.4197 0.0179   5 4 4   3 -5 5   1 3 0   (1)
6.4031 7.5514 0.0207   4 4 3   5 -5 3   3 0 2   (1)
3.6056 7.5549 0.0367   3 -2 0   5 5 3   1 2 1   (1)
6.4031 7.5627 0.0207   4 3 -4   5 5 4   1 1 1   (1)
5.3852 7.5704 0.0245   4 -3 2   3 5 5   0 2 1   (1)
5.0990 7.5727 0.0259   5 0 -1   4 5 5   1 1 1   (1)
4.6904 7.5739 0.0281   3 3 2   5 -5 3   0 1 0   (1)
3.1623 7.5763 0.0417   3 -1 0   3 5 5   1 2 2   (1)
6.4807 7.5813 0.0204   4 -5 1   3 5 5   0 2 1   (1)
5.8310 7.5829 0.0226   4 3 3   5 4 -5   0 0 1   (1)
4.1231 7.5848 0.0320   3 2 2   4 5 -5   1 0 3   (1)
5.0990 7.5905 0.0258   4 1 3   -5 5 3   2 0 1   (1)
6.4031 7.6030 0.0205   4 3 -4   3 5 5   0 1 3   (1)
3.7417 7.6064 0.0351   3 1 2   -5 5 3   0 1 1   (1)
6.7082 7.6143 0.0196   5 4 2   5 -4 5   2 1 1   (1)
3.0000 7.6158 0.0438   2 2 1   -5 5 3   1 0 0   (1)
5.0000 7.6158 0.0263   4 0 3   -5 3 5   0 1 3   (1)
6.1644 7.6192 0.0213   5 3 2   -5 3 5   4 1 0   (1)
5.3852 7.6248 0.0244   5 0 2   3 5 -5   3 1 0   (1)
7.5498 7.6250 0.0174   4 4 -5   5 3 5   2 1 3   (1)
5.3852 7.6316 0.0243   5 0 -2   5 4 5   2 1 1   (1)
4.6904 7.6337 0.0279   3 3 2   3 -5 5   1 0 1   (1)
4.6904 7.6366 0.0279   3 2 -3   5 5 4   1 1 1   (1)
2.4495 7.6376 0.0535   1 1 -2   5 3 5   3 2 1   (1)
6.4031 7.6414 0.0204   5 0 4   -3 5 5   0 2 3   (1)
6.7082 7.6449 0.0195   5 2 -4   3 5 5   0 1 2   (1)
5.8310 7.6505 0.0224   3 3 -4   5 3 5   2 1 3   (1)
4.5826 7.6532 0.0285   2 -4 1   5 3 5   2 1 2   (1)
6.1644 7.6537 0.0212   5 2 3   -5 3 5   1 0 0   (1)
5.0000 7.6577 0.0261   4 3 0   3 -5 5   2 0 1   (1)
3.7417 7.6625 0.0349   3 2 1   -5 5 3   1 0 0   (1)
5.7446 7.6634 0.0227   4 4 1   3 -5 5   2 1 1   (1)
2.2361 7.6681 0.0583   2 -1 0   3 5 5   1 2 2   (1)
5.0990 7.6711 0.0256   4 3 1   -5 5 3   0 2 1   (1)
4.1231 7.6735 0.0316   4 0 -1   4 5 5   1 1 1   (1)
3.0000 7.6739 0.0434   2 2 1   -5 3 5   0 1 1   (1)
6.4807 7.6749 0.0201   5 4 1   -5 5 3   3 1 0   (1)
7.0711 7.6759 0.0184   5 4 3   -5 3 5   1 2 2   (1)
3.6056 7.6761 0.0361   3 0 2   3 5 -5   2 1 0   (1)
4.1231 7.6773 0.0316   2 2 -3   5 3 5   2 1 3   (1)
5.3852 7.6789 0.0242   4 2 3   -5 3 5   1 0 0   (1)
6.7082 7.6797 0.0194   5 2 4   -5 3 5   2 1 2   (1)
7.5498 7.6800 0.0172   5 4 4   4 5 -5   1 1 0   (1)
7.6811 0.1841 0.7071   5 5 3   2 2 1   0 1 0   (1)
7.6811 0.7131 0.1826   5 5 3   2 1 1   0 1 0   (1)
7.6811 0.7591 0.1715   5 5 3   1 0 0   0 2 1   (1)
7.6811 0.8437 0.1543   5 5 3   2 3 1   0 1 0   (1)
7.6811 0.9567 0.1361   5 5 3   1 0 1   1 2 0   (1)
7.6811 1.0892 0.1195   5 5 3   2 1 0   0 1 1   (1)
7.6811 1.2351 0.1054   5 5 3   2 1 2   0 1 -1   (1)
7.6811 1.3900 0.0937   5 5 3   1 0 -1   3 2 0   (1)
7.6811 1.4142 0.0921   5 5 3   -1 1 0   3 0 1   (12)
7.6811 1.4614 0.0891   5 5 3   2 0 1   0 1 0   (1)
7.6811 1.5514 0.0839   5 5 3   3 2 0   -1 0 1   (1)
7.6811 1.5945 0.0816   5 5 3   1 3 2   1 0 0   (1)
7.6811 1.7173 0.0758   5 5 3   1 0 2   2 2 1   (1)
7.6811 1.7945 0.0725   5 5 3   1 3 0   1 0 1   (1)
7.6811 1.8866 0.0690   5 5 3   2 1 -1   0 1 2   (1)
7.6811 2.0419 0.0638   5 5 3   2 0 -1   0 1 1   (1)
7.6811 2.0585 0.0632   5 5 3   2 1 3   0 1 -2   (1)
7.6811 2.1233 0.0613   5 5 3   3 0 1   1 -1 0   (1)
7.6811 2.1707 0.0600   5 5 3   1 4 1   2 0 1   (1)
7.6811 2.2170 0.0587   5 5 3   2 -1 1   0 1 0   (1)
7.6811 2.2323 0.0583   5 5 3   1 0 -2   2 2 1   (1)
7.6811 2.3216 0.0561   5 5 3   -1 1 2   2 1 0   (1)
7.6811 2.3506 0.0554   5 5 3   0 3 2   1 0 0   (1)
7.6811 2.4076 0.0541   5 5 -3   3 2 1   1 0 2   (1)
7.6811 2.4356 0.0535   5 5 3   1 -2 1   3 1 2   (1)
7.6811 2.5842 0.0504   5 5 3   1 0 3   2 2 1   (1)
7.6811 2.6232 0.0496   5 5 3   2 0 3   0 1 -1   (1)
7.6811 2.6361 0.0494   5 5 3   2 -1 2   1 3 0   (1)
7.6811 2.7494 0.0474   5 5 3   0 3 -1   1 0 1   (1)
7.6811 2.7617 0.0471   5 5 3   2 1 -2   0 1 3   (1)
7.6811 2.8344 0.0459   5 5 3   4 0 1   0 3 1   (1)
7.6811 2.8819 0.0452   5 5 3   3 -1 0   1 2 1   (1)
7.6811 2.9401 0.0443   5 5 -3   4 2 1   1 0 1   (1)
7.6811 2.9745 0.0438   5 5 3   2 -2 1   0 1 0   (1)
7.6811 2.9972 0.0434   5 5 3   1 -2 2   1 0 1   (1)
7.6811 3.1082 0.0419   5 5 3   -1 3 2   1 0 0   (1)
7.6811 3.1191 0.0417   5 5 3   1 0 -3   2 2 1   (1)
7.6811 3.1300 0.0416   5 5 3   4 1 -1   2 1 0   (1)
7.6811 3.2677 0.0398   5 5 3   1 3 -2   1 0 2   (1)
7.6811 3.2781 0.0397   5 5 3   5 1 0   -2 1 1   (1)
7.6811 3.2987 0.0395   5 5 -3   3 2 2   1 0 3   (1)
7.6811 3.4099 0.0382   5 5 3   0 3 -2   1 2 0   (1)
7.6811 3.4787 0.0374   5 5 3   1 0 4   2 2 1   (1)
7.6811 3.5367 0.0368   5 3 -5   4 1 1   1 0 1   (1)
7.6811 3.5463 0.0367   5 5 3   -2 3 0   2 1 1   (1)
7.6811 3.5558 0.0366   5 5 3   3 0 4   1 -1 2   (1)
7.6811 3.5938 0.0362   5 5 3   3 -2 1   2 1 1   (1)
7.6811 3.6032 0.0361   5 5 3   2 0 -3   0 1 2   (1)
7.6811 3.6313 0.0359   5 5 3   -1 4 0   2 0 1   (1)
7.6811 3.6592 0.0356   5 5 3   2 1 -3   2 2 1   (1)
7.6811 3.6777 0.0354   5 5 3   4 -1 2   2 0 1   (1)
7.6811 3.7052 0.0351   5 5 3   -3 1 2   0 1 1   (1)
7.6811 3.7326 0.0349   5 5 3   2 -3 1   0 1 0   (1)
7.6811 3.8400 0.0339   5 5 3   2 1 5   2 2 1   (1)
7.6811 3.8576 0.0337   5 5 3   4 1 -2   1 2 2   (1)
7.6811 3.8664 0.0337   5 5 3   -2 3 2   1 0 0   (1)
7.6811 3.9445 0.0330   5 5 3   1 -4 1   3 0 2   (1)
7.6811 3.9531 0.0329   5 5 3   2 -2 3   1 0 1   (1)
7.6811 4.0127 0.0324   5 -5 3   2 1 4   0 1 1   (1)
7.6811 4.0211 0.0324   5 5 3   1 0 -4   2 2 1   (1)
7.6811 4.0296 0.0323   5 -5 3   4 1 3   1 2 1   (1)
7.6811 4.1210 0.0316   5 5 3   2 -3 2   2 3 1   (1)
7.6811 4.2025 0.0310   5 5 3   3 2 -3   2 2 1   (1)
7.6811 4.2186 0.0309   5 5 3   3 -1 4   1 2 0   (1)
7.6811 4.2586 0.0306   5 5 3   -2 4 1   1 2 1   (1)
7.6811 4.2903 0.0303   5 5 3   2 0 5   0 1 -2   (1)
7.6811 4.3061 0.0302   5 5 3   5 -1 2   2 1 1   (1)
7.6811 4.3218 0.0301   5 -5 3   3 2 3   0 4 1   (1)
7.6811 4.3296 0.0301   5 5 3   3 0 5   0 -1 1   (1)
7.6811 4.3841 0.0297   5 5 3   1 0 5   2 2 1   (1)
7.6811 4.4303 0.0294   5 5 3   1 -4 2   1 3 0   (1)
7.6811 4.4910 0.0290   5 5 3   2 -4 1   0 1 0   (1)
7.6811 4.4986 0.0289   5 5 3   1 5 -2   1 2 0   (1)
7.6811 4.5436 0.0287   5 5 3   -1 4 4   3 1 0   (1)
7.6811 4.5659 0.0285   5 5 3   2 1 -4   2 2 1   (1)
7.6811 4.6249 0.0281   5 5 3   -3 3 2   1 0 0   (1)
7.6811 4.6395 0.0281   5 5 -3   4 2 3   1 0 2   (1)
7.6811 4.6614 0.0279   5 5 3   -3 2 3   0 1 1   (1)
